Nombre ,Fuente,Usuario,Subtema,Tono,Recursos,ENGAGEMENT,URL
1905-5,Empresa,Walmart,Donaciones y Asistencialismo,Infomativo,Texto/Imagen,"7,761",https://www.facebook.com/porlagenteWM/posts/2802239929885348
1905-6,Medio,Telenoticias,Medidas y Restricciones,Infomativo,Link,"6,422",https://www.facebook.com/Telenoticias7/posts/3509848389026337
1905-7,Medio,NCR - Noticias Costa Rica,Salud,Infomativo,Link,"5,176",https://www.facebook.com/NCRNoticiasCostaRica/posts/3323432227689213
1905-8,Municipalidad,Municipalidad de San José,Economía,Infomativo,Link,"4,956",https://www.facebook.com/MunicipalidadSJ/posts/3006853036069286
1905-9,Medio,Telenoticias,Transportistas,Infomativo,Link,"4,735",https://www.facebook.com/Telenoticias7/posts/3510303328980843
1905-10,Medio,Diario Extra,Privados de Libertad,Infomativo,Link,"3,802",https://www.facebook.com/diarioextra/posts/3510060202354806
2005-1,Medio,NCR - Noticias Costa Rica,Transportistas,Informativo,Link,"13,218",https://www.facebook.com/NCRNoticiasCostaRica/posts/3325557077476728
2005-2,Polítiques,Rogelio Rivas,Medidas y Restricciones,N/A,Texto/Imagen,"12,372",https://www.facebook.com/rogeliorivasss/posts/2710105315890030
2005-3,Gobierno,Carlos Alvarado Quesada,Reconocimiento Internacional,Orgullo,Texto/Video,"7,995",https://www.facebook.com/carlosalvaradoquesada/posts/897558360742839
2005-4,Medio,Crhoy.com,Economía,Informativo,Link,"7,963",https://www.facebook.com/crhoy.comnoticias/posts/4061824120526591
2005-5,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"7,787",https://www.facebook.com/msaludcr/posts/10163733001610137
2005-6,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"6,425",https://www.facebook.com/carlosalvaradoquesada/posts/897482944083714
2005-7,Medio,Crhoy.com,Economía,Informativo,Link,"4,992",https://www.facebook.com/crhoy.comnoticias/posts/4061690150539988
2005-8,Medio,Amelia Rueda,Transportistas,Informativo,Link,"4,945",https://www.facebook.com/ameliarueda/posts/10158902521447923
2005-9,Figura Pública,Lizeth Castro,Donaciones y Asistencialismo,Emotivo,Texto/Imagen,"4,377",https://www.facebook.com/LizethCastrotv/posts/3446449872050899
2005-10,Medio,Telenoticias,Política,Informativo,Link,"4,236",https://www.facebook.com/Telenoticias7/posts/3512667102077799
2105-1,Figura Pública,Lizeth Castro,Salud,Emotivo,Texto/Imagen,"14,176",https://www.facebook.com/LizethCastrotv/posts/3450486721647214
2105-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Imagen,"10,024",https://www.facebook.com/msaludcr/posts/10163739467985137
2105-3,Ministerio,Ministerio de Salud,Transportistas,Informativo,Texto/Link,"6,566",https://www.facebook.com/msaludcr/posts/10163738774590137
2105-4,Municipalidad,Municipalidad de San José,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"6,527",https://www.facebook.com/MunicipalidadSJ/posts/3011509338936989
2105-5,Medio,Repretel,Salud,Informativo,Link,"4,957",https://www.facebook.com/noticiasrepretelcostarica/posts/3481861515186908
2105-6,Medio,La República,Salud,Informativo,Link,"4,724",https://www.facebook.com/larepublicacr/posts/10157069652082051
2105-7,Medio,Repretel,Salud,Informativo,Link,"4,704",https://www.facebook.com/noticiasrepretelcostarica/posts/3480173195355740
2105-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"4,550",https://www.facebook.com/msaludcr/posts/590802708212608
2105-9,Organización,Protección Animal Mundial,Medio Ambiente y Animales,Informativo,Link,"4,417",https://www.facebook.com/ProteccionAnimalMundial/posts/10158348167649394
2105-10,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"4,331",https://www.facebook.com/ameliarueda/posts/10158905274557923
2205-1,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"15,790",https://www.facebook.com/NCRNoticiasCostaRica/posts/3330810603618042
2205-2,Ministerio,Ministerio de Salud,Vida Cotidiana,Informativo,Texto/Imagen,"6,859",https://www.facebook.com/msaludcr/posts/10163742709305137
2205-3,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"6,583",https://www.facebook.com/carlosalvaradoquesada/posts/899018937263448
2205-4,Medio,Multimedios CR,Salud,Informativo,Video,"6,203",https://www.facebook.com/MultimediosCR/posts/2542995419299645
2205-5,Medio,Repretel,Salud,Informativo,Link,"4,541",https://www.facebook.com/noticiasrepretelcostarica/posts/3484008568305536
2205-6,Organización Religiosa,Enlace,Religión,Esperanzador,Texto/Imagen,"4,240",https://www.facebook.com/enlacetv/posts/10157017777411813
2205-7,Medio,La Nación,Misceláneo,Informativo,Link,"4,206",https://www.facebook.com/lanacioncr/posts/10163797728755051
2205-8,Polítiques,Rogelio Rivas,Medidas y Restricciones,Informativo,Texto/Imagen,"3,948",https://www.facebook.com/rogeliorivasss/posts/2711805932386635
2205-9,Medio,Amelia Rueda,Medidas y Restricciones,Informativo,Link,"3,936",https://www.facebook.com/ameliarueda/posts/10158907859162923
2205-10,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"3,829",https://www.facebook.com/msaludcr/posts/692100141582619
2305-1,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"13,853",https://www.facebook.com/msaludcr/posts/10163750171985137
2305-2,Polítiques,Rogelio Rivas,Política,Denuncia,Texto,"11,248",https://www.facebook.com/rogeliorivasss/posts/2712595348974360
2305-3,Medio,NCR - Noticias Costa Rica,Medidas y Restricciones,Informativo,Link,"8,369",https://www.facebook.com/NCRNoticiasCostaRica/posts/3333834003315702
2305-4,Figura Pública,Lizeth Castro,Aglomeraciones,Denuncia,Texto/Imagen,"6,608",https://www.facebook.com/LizethCastrotv/posts/3455164867846066
2305-5,Medio,NCR - Noticias Costa Rica,Medidas y Restricciones,Informativo,Link,"6,499",https://www.facebook.com/noticiasrepretelcostarica/posts/3486502384722821
2305-6,Medio,Tome Pal Pinto,Aglomeraciones,Informativo,Link,"6,006",https://www.facebook.com/Tomepalpinto/posts/3017652688321274
2305-7,Medio,La Nación,Aglomeraciones,Informativo,Texto/Imagen,"5,333",https://www.facebook.com/lanacioncr/posts/10163803468530051
2305-8,Organización Religiosa,Avivamiento Espiritual - Por Siempre,Religión,Esperanzador,Link,"4,726",https://www.facebook.com/AvivamientoEspiritualPorSiempre/posts/2527719387467726
2305-9,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"3,996",https://www.facebook.com/msaludcr/posts/243251457114890
2305-10,Medio,La Nación,Economía,Informativo,Link,"3,285",https://www.facebook.com/lanacioncr/posts/10163804745440051
2405-1,Polítiques,Rogelio Rivas,Religión,Plegaria,Texto/Imagen,"10,473",https://www.facebook.com/rogeliorivasss/posts/2713213318912563
2405-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,874",https://www.facebook.com/msaludcr/posts/10163756239810137
2405-3,Organización,Asociación Defensa Animal,Medio Ambiente y Animales,Informativo,Link,"5,338",https://www.facebook.com/AsociacionDefensaAnimal/posts/3323463261007097
2405-4,Figura Pública,Valentina Alazraki,Salud,Informativo,Texto/Video,"4,789",https://www.facebook.com/valentina.alazraki.mexico/posts/2793171364139280
2405-5,Medio,Repretel,Salud,Informativo,Link,"4,563",https://www.facebook.com/noticiasrepretelcostarica/posts/3488793664493693
2405-6,Medio,Telenoticias,Medio Ambiente y Animales,Informativo,Link,"4,238",https://www.facebook.com/Telenoticias7/posts/3523155957695580
2405-7,Organización,Asociación Defensa Animal,Medio Ambiente y Animales,Informativo,Link,"3,931",https://www.facebook.com/AsociacionDefensaAnimal/posts/3323300824356674
2405-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"3,792",https://www.facebook.com/msaludcr/posts/10163755322590137
2405-9,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"3,590",https://www.facebook.com/msaludcr/posts/289943265360418
2405-10,Medio,Amelia Rueda,Salud,Informativo,Link,"3,516",https://www.facebook.com/ameliarueda/posts/10158915584372923
2505-1,Página/Comunidad,De Todo el Mundo,Misceláneo,Reflexivo,Texto/Imagen,"18,228",https://www.facebook.com/roperito09/posts/572563600098368
2505-2,Medio,Repretel,Política,Informativo,Link,"10,759",https://www.facebook.com/noticiasrepretelcostarica/posts/3491434127562980
2505-3,Medio,Repretel,Salud,Informativo,Link,"10,695",https://www.facebook.com/noticiasrepretelcostarica/posts/3491493034223756
2505-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"10,235",https://www.facebook.com/msaludcr/posts/10163761148845137
2505-5,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"6,337",https://www.facebook.com/NCRNoticiasCostaRica/posts/3338289452870157
2505-6,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,237",https://www.facebook.com/msaludcr/posts/269833657471739
2505-7,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"6,038",https://www.facebook.com/NCRNoticiasCostaRica/posts/3338452342853868
2505-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,424",https://www.facebook.com/msaludcr/posts/10163760491300137
2505-9,Medio,Telenoticias,Salud,Informativo,Link,"5,399",https://www.facebook.com/Telenoticias7/posts/3526504030694106
2505-10,Medio,Repretel,Salud,Informativo,Link,"5,081",https://www.facebook.com/noticiasrepretelcostarica/posts/3491373864235673
2605-1,Medio,Repretel,Medio Ambiente y Animales,Emotivo,Link,"18,445",https://www.facebook.com/noticiasrepretelcostarica/posts/3494152997291093
2605-2,Medio,Crhoy.com,Educación,Informativo,Link,"17,581",https://www.facebook.com/crhoy.comnoticias/posts/4084220394953630
2605-3,Medio,Tome Pal Pinto,Salud,Informativo,Link,"6,639",https://www.facebook.com/Tomepalpinto/posts/3025573917529151
2605-4,Medio,Telenoticias,Vida Cotidiana,Informativo,Link,"6,628",https://www.facebook.com/Telenoticias7/posts/3529678703709972
2605-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"6,520",https://www.facebook.com/msaludcr/posts/10163767023915137
2605-6,Página/Comunidad,De Todo el Mundo,Vida Cotidiana,Reflexivo,Texto/Imagen,"6,157",https://www.facebook.com/roperito09/posts/573568533331208
2605-7,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"5,661",https://www.facebook.com/msaludcr/posts/10163767052640137
2605-8,Diputades,Granffi Nicolás,Economía,Denuncia,Texto/Imagen,"5,604",https://www.facebook.com/FranggiDiputada/posts/581190982398578
2605-9,Figura Pública,Viviana Claderón,Turismo,Informativo,Texto/Imagen,"5,006",https://www.facebook.com/247785208635923/posts/3012679215479828
2605-10,Página/Comunidad,Ponete Feliz,Misceláneo,Reflexivo,Texto/Imagen,"4,032",https://www.facebook.com/ponetefeliz/posts/1543955879107403
2705-1,Medio,Telenoticias,Economía,Informativo,Link,"19,169",https://www.facebook.com/Telenoticias7/posts/3530625063615336
2705-2,Medio,Crhoy.com,Economía,Informativo,Link,"12,473",https://www.facebook.com/crhoy.comnoticias/posts/4088228574552812
2705-3,Ministerio,Ministerio de Salud,Vida Cotidiana,Informativo,Texto/Imagen,"9,070",https://www.facebook.com/msaludcr/posts/10163772263815137
2705-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,434",https://www.facebook.com/msaludcr/posts/10163772213340137
2705-5,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Imagen,"8,386",https://www.facebook.com/carlosalvaradoquesada/posts/902474086917933
2705-6,Ministerio,Miniterio de Educación,Educación,Informativo,Texto/Imagen,"8,362",https://www.facebook.com/MEPCostaRicaoficial/posts/3023655554370271
2705-7,Medio,Tome Pal Pinto,Salud,Informativo,Link,"6,905",https://www.facebook.com/Tomepalpinto/posts/3027782743974935
2705-8,Diputades,Franggi Nicolás Diputada,Economía,Informativo,Texto/Video,"6,614",https://www.facebook.com/FranggiDiputada/posts/581246225726387
2705-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,382",https://www.facebook.com/msaludcr/posts/10163771432280137
2705-10,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"5,712",https://www.facebook.com/crhoy.comnoticias/posts/4089023041140032
2805-1,Municipalidad,Municipalidad de San José,Medidas y Restricciones,Informativo,Link,"14,089",https://www.facebook.com/MunicipalidadSJ/posts/3027515674003022
2805-2,Medio,Stereo Vision Internacional,Religión,Esperanzador,Video,"12,146",https://www.facebook.com/StereoVision/posts/10158424880628770
2805-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"9,661",https://www.facebook.com/msaludcr/posts/10163777605225137
2805-4,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"9,154",https://www.facebook.com/NCRNoticiasCostaRica/posts/3346335748732194
2805-5,Medio,Telenoticias,Medidas y Restricciones,Informativo,Texto/Imagen,"9,079",https://www.facebook.com/Telenoticias7/posts/3533763986634777
2805-6,Medio,Tome Pal Pinto,Salud,Informativo,Link,"7,665",https://www.facebook.com/Tomepalpinto/posts/3030329763720233
2805-7,Polítiques,Johnny Araya,Medidas y Restricciones,Informativo,Texto/Imagen,"7,505",https://www.facebook.com/JohnnyArayaMonge/posts/10157816483283110
2805-8,Medio,Repretel,Salud,Informativo,Link,"6,638",https://www.facebook.com/noticiasrepretelcostarica/posts/3499503000089426
2805-9,Medio,Crhoy.com,Medidas y Restricciones,Informativo,Link,"6,375",https://www.facebook.com/crhoy.comnoticias/posts/4092195110822825
2805-10,Medio,La República,Reconocimiento Internacional,Informativo,Link,"5,793",https://www.facebook.com/larepublicacr/posts/10157088957967051
2905-1,Organización Guvernamental,Archivo Nacional,Educación,Emotivo,Texto/Video,"18,426",https://www.facebook.com/archivo.mcj.cr/posts/3279280008790467
2905-2,Medio,Hola es Lola,Personal,Emotivo,Texto/Foto,"10,190",https://www.facebook.com/Holaeslola/posts/1633082906852201
2905-3,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"9,893",https://www.facebook.com/NCRNoticiasCostaRica/posts/3348683785164057
2905-4,Medio,Crhoy.com,Personal,Informativo,Link,"9,697",https://www.facebook.com/crhoy.comnoticias/posts/4097352473640422
2905-5,Medio,Telenoticias,Personal,Informativo,Link,"9,039",https://www.facebook.com/Telenoticias7/posts/3537418852935957
2905-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,557",https://www.facebook.com/msaludcr/posts/10163782744755137
2905-7,Medio,Repretel,Salud,Informativo,Link,"7,936",https://www.facebook.com/noticiasrepretelcostarica/posts/3502001216506271
2905-8,Medio,Amelia Rueda,Migración,Informativo,Link,"6,555",https://www.facebook.com/ameliarueda/posts/10158930333732923
2905-9,Medio,Crhoy.com,Salud,Informativo,Link,"6,209",https://www.facebook.com/crhoy.comnoticias/posts/4097031237005879
2905-10,Medio,Repretel,Salud,Informativo,Link,"4,681",https://www.facebook.com/noticiasrepretelcostarica/posts/3501635169876209
3005-1,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"18,751",https://www.facebook.com/msaludcr/posts/10163789962990137
3005-2,Medio,Hola es Lola,Personal,Emotivo,Texto/Foto,"8,029",https://www.facebook.com/Holaeslola/posts/1633906940103131
3005-3,Medio,Repretel,Salud,Informativo,Link,"7,319",https://www.facebook.com/noticiasrepretelcostarica/posts/3505444522828607
3005-4,Medio,Crhoy.com,Migración,Informativo,Link,"6,685",https://www.facebook.com/crhoy.comnoticias/posts/4101069413268728
3005-5,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Foto,"6,567",https://www.facebook.com/NCRNoticiasCostaRica/posts/3351135444918891
3005-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,186",https://www.facebook.com/msaludcr/posts/10163788021695137
3005-7,Polítiques,Rogelio Rivas,Salud,Condolencias,Texto,"5,278",https://www.facebook.com/rogeliorivasss/posts/2718109048422990
3005-8,Ministerio,Ministerio de Salud,Donaciones y Asistencialismo,Informativo,Video,"4,765",https://www.facebook.com/msaludcr/posts/2908077632580432
3005-9,Medio,Amelia Rueda,Migración,Informativo,Link,"4,169",https://www.facebook.com/ameliarueda/posts/10158936300952923
3005-10,Medio,Amelia Rueda,Migración,Informativo,Link,"3,931",https://www.facebook.com/ameliarueda/posts/10158937350517923
3105-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"24,360",https://www.facebook.com/msaludcr/posts/10163792795355137
3105-2,Medio,amprensa.com,Vida Cotidiana,Emotivo,Link,"9,316",https://www.facebook.com/amprensa/posts/3456139294415838
3105-3,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,742",https://www.facebook.com/noticiasrepretelcostarica/posts/3507875359252190
3105-4,Figura Pública,Allan Jara,Personal,N/A,Texto/Foto,"6,454",https://www.facebook.com/allanjaranoticias/posts/1989795434486041
3105-5,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,440",https://www.facebook.com/msaludcr/posts/673375083220177
3105-6,Medio,Crhoy.com,Gobierno,Informativo,Link,"6,172",https://www.facebook.com/crhoy.comnoticias/posts/4104287026280300
3105-7,Medio,Amelia Rueda,Gobierno,Informativo,Link,"4,944",https://www.facebook.com/ameliarueda/posts/10158939791827923
3105-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,071",https://www.facebook.com/msaludcr/posts/10163794162320137
3105-9,Medio,La República,Reconocimiento Internacional,Informativo,Link,"3,598",https://www.facebook.com/larepublicacr/posts/10157093423502051
3105-10,Organización Religiosa,Papito Dios,Religión,Esperanzador,Imagen,"3,195",https://www.facebook.com/papitodiospadre/posts/3050117885075310
0106-1,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"7,614",https://www.facebook.com/NCRNoticiasCostaRica/posts/3357003254332110
0106-2,Medio,Telenoticias,Salud,Informativo,Link,"4,713",https://www.facebook.com/Telenoticias7/posts/3545678875443288
0106-3,Medio,Repretel,Política,Informativo,Link,"4,459",https://www.facebook.com/noticiasrepretelcostarica/posts/3511472245559168
0106-4,Medio,Crhoy.com,Salud,Informativo,Link,"3,855",https://www.facebook.com/crhoy.comnoticias/posts/4109897642385905
0106-5,Figura Pública,Lizeth Castro,Salud,Informativo,Texto/Imagen,"3,171",https://www.facebook.com/LizethCastrotv/posts/3478661872163032
0106-6,Medio,amprensa.com,Personal,Informativo,Link,"2,794",https://www.facebook.com/amprensa/posts/3461281757234925
0106-7,Medio,La Nación,Transportistas,Informativo,Link,"2,731",https://www.facebook.com/lanacioncr/posts/10163854455960051
0106-8,Medio,Crhoy.com,Salud,Informativo,Link,"2,637",https://www.facebook.com/crhoy.comnoticias/posts/4109557452419924
0106-9,Medio,Repretel,Salud,Informativo,Link,"2,437",https://www.facebook.com/noticiasrepretelcostarica/posts/3511125325593860
0106-10,Institución,Caja Costarricense de Seguro Social,Salud,Informativo,Texto/Link,"2,350",https://www.facebook.com/ccssdecostarica/posts/3308981592458874
0206-1,Medio,Crhoy.com,Salud,Informativo,Link,"15,143",https://www.facebook.com/crhoy.comnoticias/posts/4112332045475798
0206-2,Figura Pública,Lizeth Castro,Salud,Informativo,Texto/Imagen,"12,379",https://www.facebook.com/LizethCastrotv/posts/3481475518548334
0206-3,Medio,Telenoticias,Salud,Informativo,Link,"11,871",https://www.facebook.com/Telenoticias7/posts/3549049875106188
0206-4,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"11,622",https://www.facebook.com/carlosalvaradoquesada/posts/907060783125930
0206-5,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"9,473",https://www.facebook.com/msaludcr/posts/10163805907240137
0206-6,Medio,Crhoy.com,Salud,Informativo,Link,"8,921",https://www.facebook.com/crhoy.comnoticias/posts/4112945138747822
0206-7,Medio,Amelia Rueda,Salud,Informativo,Link,"6,710",https://www.facebook.com/ameliarueda/posts/10158946578037923
0206-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,330",https://www.facebook.com/msaludcr/posts/10163805035765137
0206-9,Medio,Repretel,Salud,Informativo,Link,"6,257",https://www.facebook.com/noticiasrepretelcostarica/posts/3512934685412924
0206-10,Medio,Repretel,Salud,Informativo,Link,"6,119",https://www.facebook.com/noticiasrepretelcostarica/posts/3514548468584879
0306-1,Figura Pública,Lizeth Castro,Discriminación,Denuncia,Texto/Imagen,"12,924",https://www.facebook.com/LizethCastrotv/posts/3483921298303756
0306-2,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Texto/Link,"9,499",https://www.facebook.com/msaludcr/posts/10163811448265137
0306-3,Medio,Telenoticias,Religión,Informativo,Link,"9,393",https://www.facebook.com/Telenoticias7/posts/3551495221528320
0306-4,Figura Pública,Lizeth Castro,Religión,Informativo,Link,"9,241",https://www.facebook.com/LizethCastrotv/posts/3484206754941877
0306-5,Medio,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"9,228",https://www.facebook.com/carlosalvaradoquesada/posts/907852203046788
0306-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,249",https://www.facebook.com/msaludcr/posts/10163811411515137
0306-7,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"7,659",https://www.facebook.com/Telenoticias7/posts/3550982481579594
0306-8,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"6,442",https://www.facebook.com/NCRNoticiasCostaRica/posts/3361853003847135
0306-9,Medio,Tome Pal Pinto,Salud,Informativo,Link,"6,367",https://www.facebook.com/Tomepalpinto/posts/3044378005648742
0306-10,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto/Video,"5,962",https://www.facebook.com/carlosalvaradoquesada/posts/908012176364124
0406-1,Diputades,Franggi Nicolás Diputada,Economía,Denuncia,Texto/Imagen,"13,439",https://www.facebook.com/FranggiDiputada/posts/586416115209398
0406-2,Institución,Caja Costarricense de Seguro Social,Salud,Informativo,Texto,"13,421",https://www.facebook.com/ccssdecostarica/posts/3316634668360233
0406-3,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"10,583",https://www.facebook.com/crhoy.comnoticias/posts/4121412381234431
0406-4,Medio,Crhoy.com,Migración,Informativo,Link,"10,493",https://www.facebook.com/crhoy.comnoticias/posts/4121130431262626
0406-5,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Imagen,"8,248",https://www.facebook.com/msaludcr/posts/10163815996640137
0406-6,Figura Pública,Lizeth Castro,Salud,Informativo,Texto/Link,"8,126",https://www.facebook.com/LizethCastrotv/posts/3485918081437411
0406-7,Medio,Telenoticias,Salud,Informativo,Link,"8,084",https://www.facebook.com/Telenoticias7/posts/3553932791284563
0406-8,Gobierno,Carlos Alvarado Quesada,Salud,Orgullo,Texto/Imagen,"7,683",https://www.facebook.com/carlosalvaradoquesada/posts/908728592959149
0406-9,Medio,Teletica,Salud,Informativo,Link,"7,174",https://www.facebook.com/teleticacom/posts/1560828204078945
0406-10,Organización,UNICEF Costa Rica,Salud,Informativo,Texto/Link,"6,575",https://www.facebook.com/UNICEFCostaRica/posts/10157069610187517
0506-1,Medio,Telenoticias,Salud,Informativo,Link,"9,926",https://www.facebook.com/Telenoticias7/posts/3556838684327307
0506-2,Organización,Alianza Mesoamericana de Pueblos y Bosques,Pueblos Indígenas,Informativo,Texto/Imagen,"7,652",https://www.facebook.com/alianzabosques/posts/3083846908337639
0506-3,Medio,La República,Turismo,Informativo,Link,"7,419",https://www.facebook.com/larepublicacr/posts/10157113565482051
0506-4,Homeópata,Betesda Natural,Salud,Informativo,Video,"7,241",https://www.facebook.com/BetesdaNatural/posts/3009202975832937
0506-5,Medio,Teletica,Salud,Informativo,Link,"6,714",https://www.facebook.com/teleticacom/posts/1561836847311414
0506-6,Medio,Repretel,Salud,Informativo,Link,"6,567",https://www.facebook.com/noticiasrepretelcostarica/posts/3522907097749016
0506-7,Medio,Repretel,Migración,Informativo,Link,"6,392",https://www.facebook.com/noticiasrepretelcostarica/posts/3522544811118578
0506-8,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"5,879",https://www.facebook.com/msaludcr/posts/10163823032030137
0506-9,Diputades,Dragos Dolanescu - Diputado Alajuela 2018 PRSC,Política,Informativo,Texto/Imagen,"5,652",https://www.facebook.com/DDolanescuCR/posts/2642926535980750
0506-10,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Imagen,"4,983",https://www.facebook.com/msaludcr/posts/10163822024160137
0606-1,Medio,Tome Pal Pinto,Salud,Esperanzador,Link,"8,886",https://www.facebook.com/Tomepalpinto/posts/3052263698193506
0606-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"7,686",https://www.facebook.com/msaludcr/posts/10163829805830137
0606-3,Medio,Crhoy.com,Salud,Informativo,Link,"6,822",https://www.facebook.com/crhoy.comnoticias/posts/4129359807106355
0606-4,Medio,Telenoticias,Medidas y Restricciones,Informativo,Link,"6,431",https://www.facebook.com/Telenoticias7/posts/3560520003959175
0606-5,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"5,504",https://www.facebook.com/NCRNoticiasCostaRica/posts/3370317989667303
0606-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,295",https://www.facebook.com/msaludcr/posts/10163828431425137
0606-7,Medio,La República,Donaciones y Asistencialismo,Informativo,Link,"5,224",https://www.facebook.com/larepublicacr/posts/10157116384877051
0606-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,222",https://www.facebook.com/msaludcr/posts/10163823111655137
0606-9,Medio,Hola es Lola,Misceláneo,Emotivo,Texto,"3,967",https://www.facebook.com/Holaeslola/posts/1640212359472589
0606-10,Medio,Zona Técnica,Delitos Sexuales,Justificación,Texto/Imagen,"3,753",https://www.facebook.com/ZonaTecnica/posts/4528407757173084
0706-1,Medio,La Teja,Turismo,Informativo,Link,"16,551",https://www.facebook.com/latejaoficial/posts/3061329543961444
0706-2,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"14,110",https://www.facebook.com/msaludcr/posts/10163823145090137
0706-3,Polítiques,Reogelio Rivas,Misceláneo,Compromiso,Texto/Imagen,"10,876",https://www.facebook.com/rogeliorivasss/posts/2725160304384531
0706-4,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"8,724",https://www.facebook.com/msaludcr/posts/10163833958055137
0706-5,Medio,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto/Imagen,"6,745",https://www.facebook.com/carlosalvaradoquesada/posts/911037926061549
0706-6,Medio,Tome Pal Pinto,Salud,Informativo,Link,"6,155",https://www.facebook.com/Tomepalpinto/posts/3054875271265682
0706-7,Medio,Crhoy.com,Salud,Informativo,Link,"6,063",https://www.facebook.com/crhoy.comnoticias/posts/4134503423258660
0706-8,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"5,770",https://www.facebook.com/Telenoticias7/posts/3562255043785671
0706-9,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"5,707",https://www.facebook.com/NCRNoticiasCostaRica/posts/3372516242780811
0706-10,Institución,Caja Costarricense de Seguro Social,Salud,Solidario,Texto/Imagen,"5,456",https://www.facebook.com/ccssdecostarica/posts/3325321570824876
0806-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"24,208",https://www.facebook.com/msaludcr/posts/10163841289940137
0806-2,Medio,Multimedios CR,Salud,Informativo,Video,"8,362",https://www.facebook.com/MultimediosCR/posts/587186578868928
0806-3,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"7,117",https://www.facebook.com/NCRNoticiasCostaRica/posts/3374622359236866
0806-4,Medio,Lizeth Castro,Salud,Condolencias,Texto/Imagen,"6,780",https://www.facebook.com/LizethCastrotv/posts/3498631750166044
0806-5,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,584",https://www.facebook.com/msaludcr/posts/1490020814512499
0806-6,Ministerio,Ministerio de Salud,Vida Cotidiana,Informativo,Texto/Imagen,"6,341",https://www.facebook.com/msaludcr/posts/10163823205805137
